gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Gene_1379,171.49,2.1018,0.2692,0.00998066631634091,0.03616183447949605
Gene_1380,9096.29,1.0169,0.2701,0.0006904109424390616,0.0024996775613289703
Gene_1381,8.36,-0.7319,0.3582,0.003938916210511854,0.014250782237741875
Gene_1382,52.97,3.236,0.3252,2.802294191636309e-12,1.0131215443370603e-11
Gene_1383,115.23,-0.9086,0.3139,0.00011801219854015446,0.0004263446479051823
Gene_1384,357.42,1.1131,0.2919,0.0001766913591820005,0.0006378749428953087
Gene_1385,1874.17,0.4489,0.2431,0.25116263530529737,0.9060701129339732
Gene_1386,141.34,1.9526,0.4097,0.14704963105023347,0.5300996072466959
Gene_1387,8.63,2.3423,0.3086,2.766378778117388e-05,9.965341419731226e-05
Gene_1388,800.33,0.048,0.3574,0.0001714113323078816,0.0006170314337936702
Gene_1389,671.77,-1.1301,0.32,0.013576099125410414,0.04883488894032523
Gene_1390,3.05,0.69,0.2578,0.20126877954838504,0.7234679351128146
Gene_1391,147.29,-1.0166,0.5395,0.004952465616500911,0.017789028794902694
Gene_1392,6.17,3.0201,0.423,4.68177795445735e-10,1.6804658845862706e-09
Gene_1393,39.28,0.2048,0.246,0.3383382260426975,1.0
Gene_1394,24.4,-0.548,0.5053,0.07251000971808355,0.25989250795012026
Gene_1395,748.84,0.277,0.3927,0.06238249748247799,0.22343301390572348
Gene_1396,187.48,-2.0207,0.1907,0.0005675059942016373,0.0020311596070208926
Gene_1397,11.35,-1.4574,0.3882,0.009848713393881471,0.03522429683076349
Gene_1398,862.76,1.8006,0.3416,2.875895673901059e-05,0.00010278397690854394
Gene_1399,8.43,-0.9853,0.3166,0.04637102710756097,0.16561081109843204
Gene_1400,287.21,-1.5704,0.4015,0.0005483608060244065,0.001957033568966476
Gene_1401,29.14,0.805,0.3341,0.011967174457599492,0.0426789388644775
Gene_1402,71.42,1.7786,0.099,0.03111471927121378,0.11088638371779679
Gene_1403,406.89,1.0784,0.1647,5.030938336673779e-05,0.00017916447067926563
Gene_1404,421.11,1.4941,0.2144,0.11625460037022657,0.41371743903995223
Gene_1405,2151.54,-1.1352,0.4996,8.977065941234523e-05,0.0003192413208120385
Gene_1406,125.9,-2.1327,0.3652,0.07307584020943961,0.2596867100548671
Gene_1407,273.94,-4.7379,0.3541,0.008547273060951655,0.03035253217667491
Gene_1408,61.84,-0.484,0.3108,0.026248187915364176,0.09314474065068906
Gene_1409,213.57,-0.3762,0.2078,0.09230505261406706,0.32732288161016687
Gene_1410,357.44,1.9923,0.1546,1.8688904338067313e-06,6.622574180746744e-06
Gene_1411,121.92,0.8343,0.3996,0.07035101477952924,0.24911832429011768
Gene_1412,4.02,0.6838,0.4663,0.01187315064249451,0.04201397962666139
Gene_1413,287.99,3.2475,0.3678,0.025362546666435528,0.08968368693930526
Gene_1414,307.7,-0.9653,0.2509,0.008666452193264899,0.03062350598326819
Gene_1415,38.08,1.3918,0.2591,0.000999083957417174,0.003527838832687761
Gene_1416,11.37,0.0855,0.3693,0.0829469595728458,0.2926851078787784
Gene_1417,2840.57,0.4029,0.2883,0.16993786265795663,0.5992167230534438
Gene_1418,396.59,2.2927,0.2843,0.0003906535547402982,0.0013765100589862515
Gene_1419,93.86,0.7618,0.2461,0.0002941424401556184,0.0010357128174493604
Gene_1420,15.27,0.8074,0.2337,0.002461508476825696,0.008661183943792033
Gene_1421,28.68,1.6088,0.288,0.004382805370210281,0.015410708052778764
Gene_1422,2008.57,-0.5474,0.1416,0.019304298035818075,0.06782957848144089
Gene_1423,195.45,4.9202,0.3619,0.007922175920939765,0.02781662893588401
Gene_1424,49.34,-1.5672,0.1133,0.10629131871440005,0.37295199548912294
Gene_1425,411.32,-2.9495,0.4065,0.0021870806975912804,0.007668585896182609
Gene_1426,29.11,3.0843,0.2472,2.1940445333193987e-05,7.687612240081985e-05
Gene_1427,2985.99,-1.6548,0.2881,0.10446683937464306,0.3657802499112152
Gene_1428,2220.75,-0.3319,0.3558,0.03269058281501607,0.11438272503504572
Gene_1429,58.37,-0.4152,0.2712,0.034516245913977985,0.12068617452439855
Gene_1430,42.21,0.4611,0.2262,0.0009570143510021105,0.003343865656890672
Gene_1431,0.79,1.2236,0.3286,0.08526710129767717,0.297720325760046
Gene_1432,7.67,1.2907,0.5198,0.09073395689987471,0.31658742812238205
Gene_1433,10.19,-0.8746,0.3788,0.02557859320136385,0.08918616876347228
Gene_1434,194.49,-0.2507,0.2242,0.0003152137139216148,0.0010983056234202607
Gene_1435,77.29,0.4239,0.2648,0.11447674551364104,0.39859591056281696
Gene_1436,10.07,-0.373,0.2523,0.02557519349631165,0.08898814716879488
Gene_1437,84.58,2.411,0.1968,0.005249923797112747,0.018254255205538063
Gene_1438,407.76,0.7365,0.36,0.05029906996735673,0.17477091719025967
Gene_1439,426.53,1.1023,0.2674,0.17198448152196363,0.5971683386179293
Gene_1440,3.32,0.9943,0.3318,0.13432826340537116,0.4660939049457708
Gene_1441,114.83,1.7602,0.0385,0.008483176366866232,0.02941461985737251
Gene_1442,9.33,0.2715,0.369,0.0004090387653773979,0.001417320739353423
Gene_1443,900.96,-1.9452,0.2408,0.18464403299387444,0.6393491447156316
Gene_1444,712.15,0.5995,0.1995,0.04444949443403707,0.1538044790105089
Gene_1445,24.63,-0.977,0.1662,0.0017003159530697715,0.005879377431084964
Gene_1446,32.07,-0.7929,0.208,0.23739266444227608,0.8202925516319146
Gene_1447,59.0,0.8795,0.2572,0.4292936091097917,1.0
Gene_1448,1.64,1.8574,0.3889,0.11925958875589557,0.4115237707242773
Gene_1449,290.6,0.0319,0.2556,0.05398296483998804,0.1861481546206484
Gene_1450,86.0,0.4632,0.3983,0.03823733487512535,0.13176200852903291
Gene_1451,1033.13,2.5533,0.3292,0.12977841075990637,0.44689535385642687
Gene_1452,16.5,0.3611,0.4819,0.10771921282335194,0.3706786401354161
Gene_1453,43.02,3.9025,0.2499,0.04591010524143934,0.1578751899636841
Gene_1454,7.29,0.8483,0.3414,0.0011964091837743482,0.004111371765547588
Gene_1455,19.91,-2.6411,0.4249,0.5219348061822976,1.0
Gene_1456,13.96,1.13,0.363,0.020854535134511673,0.07156669572584651
Gene_1457,1087.84,0.5717,0.283,0.003424124237550563,0.011742538537553374
Gene_1458,36.73,1.9346,0.2512,0.014927020922880835,0.051154972319673864
Gene_1459,190.25,1.0098,0.1056,0.01744612631436273,0.05974700792589976
Gene_1460,69.3,-0.2077,0.276,0.0812463717017274,0.27805055339400203
Gene_1461,11.72,-1.8364,0.2078,0.03713499207796927,0.1270006569013997
Gene_1462,106.0,-0.3135,0.2458,0.17520232969239385,0.5987776134394869
Gene_1463,491.87,-1.2758,0.3052,0.0033106420593888093,0.011306837634524622
Gene_1464,13.26,-0.8708,0.1439,0.005356158057821604,0.018280402927718785
Gene_1465,748.62,0.8829,0.2007,0.053940562738288074,0.18397190565582563
Gene_1466,27.13,2.5049,0.3387,0.04050889887070457,0.1380671399819515
Gene_1467,56.49,0.592,0.1735,0.003624829697575471,0.012346150196101741
Gene_1468,428.96,-1.7938,0.2955,0.02723107752854056,0.0926857642223981
Gene_1469,39.37,0.6669,0.1598,0.02763826842744206,0.09400771573959885
Gene_1470,160.0,1.7949,0.3526,0.12443102829986297,0.42294707103964296
Gene_1471,79.09,-0.9147,0.3657,0.1633353000989887,0.5548074052275431
Gene_1472,192.24,-0.201,0.4235,0.04386999472965594,0.14891376350867597
Gene_1473,1.27,0.022,0.4245,0.10811833020354886,0.3667514593064751
Gene_1474,3.82,-4.1193,0.3274,0.008233025434442088,0.027908560794718942
Gene_1475,508.74,0.9724,0.1238,0.08502721363845228,0.28803256652592235
Gene_1476,1181.29,-0.1814,0.3002,0.13373613256985795,0.452728952504597
Gene_1477,24.02,0.6293,0.3458,0.6830829644127347,1.0
Gene_1478,91.1,-1.3312,0.3121,0.017328089197475183,0.0585804232504232
Gene_1479,267.59,-0.6562,0.4663,0.0027592599372713964,0.009321824112403366
Gene_1480,593.74,1.0836,0.4298,1.4497970849491208e-06,4.894655924878868e-06
Gene_1481,2.57,-0.5592,0.3026,0.028304691504634445,0.09549491060942795
Gene_1482,25.23,2.5904,0.3746,0.016689838362022525,0.05627052718146502
Gene_1483,76.31,-0.5995,0.1534,0.0004663098877316485,0.0015711249586645838
Gene_1484,605.64,0.337,0.3189,0.019598718756617107,0.06598895204248184
Gene_1485,21957.43,1.3989,0.1736,5.360828997757317e-05,0.00018037782630408197
Gene_1486,94.07,-2.1275,0.2821,0.09534917316372661,0.3206091901941043
Gene_1487,8.9,-2.6412,0.2321,0.15061195294131516,0.5060885515501181
Gene_1488,331.8,-2.2885,0.2349,0.007031191899566902,0.023610449629170256
Gene_1489,2083.89,1.8939,0.2188,0.00037785047608423843,0.0012679546177323437
Gene_1490,184.2,-0.8278,0.26,7.621352499728554e-06,2.5557855465219837e-05
Gene_1491,24.21,3.8373,0.2428,0.008468132756015328,0.028378460978603644
Gene_1492,1008.27,-0.8464,0.3633,0.0010989477431278818,0.0036803340359272668
Gene_1493,559.53,0.2768,0.2736,0.30827145688275215,1.0
Gene_1494,19.06,2.3132,0.2954,0.0012509925525038712,0.004183921580280506
Gene_1495,318.25,3.0091,0.3291,0.013002229744622375,0.04345665021598387
Gene_1496,1090.65,2.1927,0.3288,0.008898206513696506,0.029720128636260876
Gene_1497,1577.79,1.8125,0.1931,0.08861907578789584,0.2957913077032571
Gene_1498,129.94,1.5361,0.2736,0.04250176483060341,0.14176706080921753
Gene_1499,72.52,0.8888,0.3237,0.09749199195258082,0.32497330650860273
Gene_1500,1727.7,1.1675,0.2119,0.15156499468072346,0.5048800622275931
Gene_1501,13.19,-0.8268,0.2006,0.0204521681588765,0.06808311637442242
Gene_1502,356.79,-1.2273,0.1827,0.006027951636505748,0.020053065989706416
Gene_1503,9.58,-0.0051,0.3202,0.10379647280478856,0.34506806118613215
Gene_1504,1249.82,-0.2553,0.2706,0.3848878554872105,1.0
Gene_1505,88.58,-0.6798,0.2849,0.039033474977204344,0.12959321041568508
Gene_1506,1876.51,1.0446,0.122,0.16475020835604454,0.5466164842602672
Gene_1507,396.56,1.433,0.3071,2.0934615297781238e-05,6.941185443561418e-05
Gene_1508,12.85,0.1326,0.3121,0.007558660974203706,0.02504526499073461
Gene_1509,2563.82,2.2163,0.3263,0.20576434106010563,0.681338877682469
Gene_1510,3302.68,-1.7125,0.4442,4.380197504115661e-05,0.00014494366327318534
Gene_1511,866.6,-0.2905,0.224,0.015380428703579236,0.050861206030354614
Gene_1512,32.36,-1.0752,0.3488,0.006562276520287466,0.021686307072992288
Gene_1513,80.48,-2.7998,0.3334,0.03572911065692118,0.11799574193170798
Gene_1514,198.51,-0.124,0.3455,0.04355426263531305,0.1437434410406371
Gene_1515,36.33,-0.1826,0.269,2.559649335897692e-05,8.442115223936979e-05
Gene_1516,4379.51,2.2702,0.3764,0.057844958084142264,0.19065576164845835
Gene_1517,198.08,0.9462,0.2271,0.1361337844403997,0.4483984994743073
Gene_1518,0.67,-1.5363,0.253,2.246567268849352e-05,7.394888969221041e-05
Gene_1519,292.57,2.7811,0.2815,0.030139640528345647,0.09914355436955806
Gene_1520,73.97,1.8316,0.2771,0.018915852279408722,0.06218228888694517
Gene_1521,127.76,0.8731,0.3374,0.0006168559401075548,0.002026464980642427
Gene_1522,71.01,4.9458,0.326,0.0097139115695566,0.03189071427956862
Gene_1523,745.53,-1.4392,0.3269,0.11966789039485895,0.392611188959511
Gene_1524,1393.22,-0.5583,0.4322,0.0006276924961303634,0.0020580081840339782
Gene_1525,261.41,1.6331,0.2792,0.004400299991363783,0.014417758818361019
Gene_1526,75.29,2.8269,0.4056,0.04392899816513769,0.14384085843201602
Gene_1527,136.64,2.3149,0.1935,0.006406434646029037,0.020963464155854178
Gene_1528,154.35,-0.7333,0.2872,0.04108076891730582,0.13433868187477377
Gene_1529,29.82,-1.6794,0.2933,0.0833338977754538,0.2723329992661889
Gene_1530,472.41,0.2113,0.1692,0.00012048040362941717,0.0003934696395474107
Gene_1531,372.44,-2.6527,0.3045,0.10369936246361905,0.33844439446350866
Gene_1532,3232.08,0.4848,0.3116,0.006299758556211305,0.020547157717584166
Gene_1533,1827.49,-0.2214,0.3597,4.5790388653577646e-07,1.4925159274308227e-06
Gene_1534,37.66,-0.6991,0.3482,0.1827233445248033,0.5951900473120628
Gene_1535,765.55,-2.3921,0.1723,0.018526271637844018,0.06030687382110683
Gene_1536,22.16,0.7704,0.4196,1.5443710431603073e-05,5.0239786700075057e-05
Gene_1537,596.97,-0.7991,0.2538,0.03687024954626656,0.11986427030645826
Gene_1538,52.81,-1.7549,0.2395,0.03535994696530543,0.11487961977032304
Gene_1539,19.17,-4.3084,0.349,0.008926674984817506,0.02898271098966723
Gene_1540,259.85,-0.0413,0.3851,0.0002801465879340881,0.0009089765993967816
Gene_1541,0.71,2.6584,0.2528,0.02580776487638071,0.0836827654876158
Gene_1542,4.47,2.4919,0.2956,0.011620453383288355,0.037655390094907176
Gene_1543,104.07,-0.6856,0.3911,0.0001589196644067297,0.0005146362189337102
Gene_1544,175.02,-0.9033,0.2069,0.010300564215785632,0.03333515927438716
Gene_1545,70.91,0.7032,0.0201,0.004343622744848227,0.014047939019560887
Gene_1546,6.3,-1.4976,0.3538,0.007273995163639556,0.023510003760955255
Gene_1547,28.91,0.4527,0.3915,0.02262348552265193,0.07307327365197652
Gene_1548,324.54,1.1491,0.1406,0.04851459079883069,0.15659971206853032
Gene_1549,475.12,1.8404,0.298,1.1847975366133899e-05,3.821927537462548e-05
Gene_1550,143.67,-0.1502,0.2502,0.02115736700589162,0.0682055673948795
Gene_1551,1500.67,-0.3055,0.3129,0.07499183028700059,0.2415973913885328
Gene_1552,328.58,-1.317,0.0932,0.0060603090799833705,0.019511619703745556
Gene_1553,33.28,-1.2403,0.1733,0.0761247758046702,0.24493171108323744
Gene_1554,84.69,-0.3397,0.3449,0.011176714436339273,0.035937988541283834
Gene_1555,8.97,0.551,0.2867,3.312166315588896e-05,0.00010643207954977172
Gene_1556,119.55,1.3704,0.4505,1.8470551037002802e-05,5.9314550536296735e-05
Gene_1557,1372.24,-1.2048,0.3589,0.0002299982319939921,0.000738120128350424
Gene_1558,584.4,2.239,0.2037,0.10509451990546448,0.33705747243574236
Gene_1559,2450.43,-0.4067,0.3719,0.05967917952112643,0.1912794215420719
Gene_1560,80.98,-0.0321,0.4708,0.10053495646133585,0.32202100083707835
Gene_1561,2191.19,-1.1208,0.2928,0.04514696954625147,0.14451654784331458
Gene_1562,100.83,-3.6364,0.3403,0.00355708267750697,0.01137902328057252
Gene_1563,2816.27,1.3261,0.3825,0.007111767787720172,0.022735830523402084
Gene_1564,142.07,1.1053,0.2833,0.025321114481844837,0.08089812933496753
Gene_1565,610.61,-0.422,0.0885,0.09642172386379987,0.3078599101653891
Gene_1566,2836.21,0.1005,0.3556,0.04223933249612777,0.13477770419951426
Gene_1567,100.8,0.7739,0.38,0.011362293182713687,0.036231802240796196
Gene_1568,229.7,-2.3438,0.4463,0.09177905251005684,0.2924762667624501
Gene_1569,1954.18,-0.7936,0.19,3.1036509021828965e-05,9.884238541983747e-05
Gene_1570,113.75,1.1914,0.1946,0.009172438079872603,0.029192991979225345
Gene_1571,10.57,-1.8814,0.2311,0.17439955507533456,0.5547059639800717
Gene_1572,10786.11,0.4403,0.2832,0.05262024311173717,0.16726078547913914
Gene_1573,58.0,-2.0349,0.3538,0.018902754753530118,0.06004687024628373
Gene_1574,203.88,0.6996,0.1879,0.009723692263454358,0.030868864328426532
Gene_1575,1498.19,-0.0535,0.3949,0.009696096893119203,0.030761728721824883
Gene_1576,43.95,-2.4227,0.3899,0.3760728080357093,1.0
Gene_1577,19.77,1.7471,0.3927,0.019839457324467805,0.06286266579362422
Gene_1578,246.53,-1.1019,0.269,0.043988699045969165,0.1392929038821063
Gene_1579,4.11,-1.2154,0.0765,0.06663423231645457,0.21086782378624866
Gene_1580,83.45,0.3009,0.4601,0.24483806665799515,0.774313936299795
Gene_1581,242.28,1.723,0.2407,2.254530247873199e-05,7.125569683543612e-05
Gene_1582,86.5,-1.5237,0.3718,0.0041796528370985336,0.013201682997784377
Gene_1583,6.77,0.0925,0.3122,8.952331106071788e-05,0.00028258620915630646
Gene_1584,3598.8,4.6752,0.4129,0.0007562511334617517,0.002385650263286283
Gene_1585,182.56,1.0397,0.2949,0.2491219218074383,0.7853780637056693
Gene_1586,2597.5,0.2647,0.3069,0.03159693837816058,0.09954927025255379
Gene_1587,88.23,-0.5505,0.318,0.0033901166769976145,0.010674170897347653
Gene_1588,25.53,-1.2414,0.3418,0.001903936283387298,0.005990988934510062
Gene_1589,254.26,0.1292,0.1765,0.003125302333623543,0.009827994759822462
Gene_1590,96.39,-1.6082,0.4876,0.006490535258232516,0.020397659516758374
Gene_1591,14.08,-4.382,0.2929,0.16400142062050369,0.5150798386322352
Gene_1592,2806.15,0.6548,0.3575,0.01702175488484784,0.053426725941142
Gene_1593,42.75,1.3559,0.4516,0.48604643712622764,1.0
Gene_1594,3.74,-3.5444,0.2992,0.00018661706967165699,0.0005850064879989247
Gene_1595,2113.99,-1.5146,0.2004,0.01837200579977317,0.05755640914715906
Gene_1596,54.13,0.9287,0.1972,0.08824126817421299,0.2762719729937789
Gene_1597,44.01,3.0862,0.255,0.040898449549860216,0.12796761436126475
Gene_1598,4.35,0.0312,0.3333,0.022726733276668038,0.07106545740046291
Gene_1599,4826.53,-1.092,0.3438,0.001636237024496209,0.005113240701550653
Gene_1600,11.26,-0.2743,0.413,0.2098467917997972,0.6553616233597664
Gene_1601,166.82,2.0623,0.1463,0.1331807962803207,0.41567040037553277
Gene_1602,920.8,-0.9689,0.3222,0.0009363150250610243,0.0029205084998784286
Gene_1603,344.96,-1.1988,0.3616,0.016387387145614996,0.051082877635956966
Gene_1604,131.72,-0.7241,0.3578,1.5141084122430768e-05,4.716848636271267e-05
Gene_1605,4.94,-1.43,0.0583,0.0008482827807372785,0.002640980014748688
Gene_1606,29.39,0.184,0.2628,0.029788578447858996,0.0926838159547573
Gene_1607,216.07,4.1178,0.3814,0.0050883665971663515,0.0158220354389501
Gene_1608,30.74,0.4846,0.2188,0.012552395595634373,0.03900682285778239
Gene_1609,222.9,-0.3785,0.1814,0.0037393654693618403,0.011612936240254163
Gene_1610,580.27,-0.4377,0.3564,0.029097815482298024,0.09030979355151465
Gene_1611,1017.4,-2.3448,0.3299,0.0001631473609606791,0.0005060402014909401
Gene_1612,12.78,1.3247,0.323,7.69678891347416e-05,0.00023858614114923002
Gene_1613,12007.56,-3.0227,0.2354,0.009516443481944694,0.02948092776314961
Gene_1614,688.81,-0.2707,0.1685,0.10096822134670969,0.31259511252851296
Gene_1615,147.91,4.7897,0.3949,0.2601419748927739,0.804894724296949
Gene_1616,1311.69,0.4481,0.6337,0.041337065099112696,0.12782023840170903
Gene_1617,16828.27,-1.1277,0.138,0.06367936700580905,0.19678419964712313
Gene_1618,8.35,-0.6395,0.402,0.08035554846794268,0.24816413980217011
Gene_1619,94.58,1.7227,0.2829,0.03312558246556467,0.10223945205421195
Gene_1620,1.28,-3.3958,0.3317,0.000250069703360031,0.0007713439338680783
Gene_1621,218.18,-2.1574,0.294,0.02298800480720175,0.07086314675462932
Gene_1622,308.21,1.3788,0.5195,0.09033252937837845,0.27828875347621207
Gene_1623,137.23,-1.0022,0.2198,0.011303696219986989,0.03480202038173334
Gene_1624,40.08,2.8099,0.2399,0.013797368831655369,0.04245344255893959
Gene_1625,2.46,1.6201,0.3076,0.007463111545551016,0.02294929749554433
Gene_1626,313.27,-0.671,0.3567,0.020709730689718594,0.06364391730091762
Gene_1627,2726.76,1.9215,0.4335,0.0004075002397042074,0.00125153636272791
Gene_1628,45.51,0.1018,0.3492,0.023230374069587355,0.07130256006625953
Gene_1629,357.85,3.3126,0.3225,0.0022266961626485095,0.006830356327142667
Gene_1630,6.45,0.7271,0.2558,3.975043553729265e-05,0.00012185909116276104
Gene_1631,370.34,-1.2695,0.3512,0.028202053848186626,0.08640335125057177
Gene_1632,67.57,-0.9653,0.2286,0.0037018293430639134,0.011334443793827047
Gene_1633,32.3,1.5449,0.3202,0.004561812325673183,0.013959034044287584
Gene_1634,32.44,-0.5022,0.2782,0.0030486696423060924,0.00932314875322964
Gene_1635,67.54,-0.6055,0.2017,0.0003936796925710638,0.001203177544532591
Gene_1636,318.9,-1.4327,0.4559,0.03205971770132606,0.09792216768883952
Gene_1637,10.76,4.7846,0.202,0.008327635511489939,0.025420132818955856
Gene_1638,67.07,3.0938,0.2606,0.0009838499662047373,0.003001372685188338
Gene_1639,136.6,-1.6013,0.1415,0.005799864895216444,0.01768251492444038
Gene_1640,16.48,0.0363,0.2832,0.10590342194171261,0.32267953059632115
Gene_1641,5395.55,2.1183,0.3434,0.1477603415656754,0.4499401387505341
Gene_1642,26.92,-1.646,0.2093,0.009964196761706888,0.030323179433070262
Gene_1643,38.91,0.6786,0.1181,8.743828088053349e-07,2.6593151119383668e-06
Gene_1644,20.98,-1.5936,0.2625,0.43792586930009897,1.0
Gene_1645,5415.17,0.6425,0.2843,0.0014488250310136861,0.004401048089348986
Gene_1646,448.46,-0.2807,0.2765,6.04273336939825e-06,1.834466718092972e-05
Gene_1647,22.8,1.4786,0.4585,0.06514704092707166,0.19765485718164943
Gene_1648,1356.23,1.7811,0.3335,0.1050394561039241,0.3184944090476777
Gene_1649,221.72,3.8843,0.3256,0.00047696872271397285,0.0014453597657999178
Gene_1650,248.27,0.8694,0.333,0.16139879870168183,0.48879103180400313
Gene_1651,74.52,0.4887,0.3324,6.872415184788545e-06,2.080028808955371e-05
Gene_1652,33.15,0.2916,0.2557,0.14133424609388798,0.42750830639409554
Gene_1653,291.64,-0.5297,0.2064,0.08179550629324644,0.24726573849228067
Gene_1654,49.89,0.5077,0.5471,0.04368685239341566,0.1319844483184763
Gene_1655,5616.77,2.4553,0.2854,0.0010329151772573942,0.003118705245342374
Gene_1656,11.72,-4.4489,0.3022,0.00810064879716701,0.024443719967311435
Gene_1657,3204.51,1.9764,0.3045,0.06904581382935564,0.20822018645764664
Gene_1658,118.79,-1.5098,0.2243,0.08486015481159168,0.2557569463881606
Gene_1659,269.93,1.7098,0.3178,0.008369365844599254,0.025208933266865224
Gene_1660,785.5,1.9757,0.1721,0.053636348893164654,0.16145800389272924
